tid,toi,tfopwg_disp,pl_orbper,pl_tranmid,pl_trandurh
445392860,4988.01,PC,2.3696548,2459990.471484,1.8925768
303385111,4989.01,PC,3.429078,2459382.6896,1.795
295312916,4990.01,PC,5.6386197,2459383.064288,2.621
247180220,4991.01,PC,0.7702101,2459385.804489,0.857
362111691,4992.01,PC,4.8807474,2459381.726318,3.148
360221713,4993.01,PC,3.1062522,2459384.512135,4.824
277128619,4994.01,CP,21.4921464,2459363.698425,4.199
294295243,4995.01,PC,8.7802662,2459371.589355,2.45
384709136,4996.01,PC,4.8131406,2459387.911786,4.932
340624586,4997.01,PC,13.3178839,2459381.134323,4.344
76228620,4998.01,PC,9.7800223,2459378.907088,4.245
33227166,4999.01,PC,5.5846356,2459377.221706,5.066
134200185,500.01,CP,0.5481573,2458468.391033,0.9424668
179230828,5000.01,PC,5.5422295,2459302.141318,2.556
179230828,5000.02,PC,15.3392841,2459285.959527,2.933
95709395,5001.01,PC,5.069043,2459379.729414,4.185
418471116,5002.01,PC,3.7318818,2460070.612999,3.231
301900477,5003.01,PC,4.4540914,2459388.445535,1.16
365690646,524.01,FA,12.983175,2458471.143375,1.527578
40055053,5240.01,CP,4.1793301,2459444.902109,5.161
305948428,5241.01,PC,4.8398399,2459439.553965,2.818
426122503,5242.01,PC,2.4038486,2459445.351035,1.87
322504451,5243.01,PC,1.6087939,2459825.686941,1.966
352151292,5244.01,PC,5.0821798,2459827.2985,4.249
295807723,5246.01,FP,0.6972223,2459445.21928,1.095
289307883,5247.01,PC,12.9177538,2459440.338894,1.8
185598695,5249.01,PC,4.6285493,2459446.223146,2.844
71512186,525.01,PC,14.8608019,2458471.007595,6.1932625
278105308,5250.01,PC,5.4463931,2459446.167966,2.222
436007113,5251.01,PC,2.3205922,2459445.018309,2.393
395385033,5252.01,PC,8.5394045,2459437.267399,5.884
126225595,5254.01,PC,4.4836616,2459440.496405,3.542
158325942,5255.01,PC,2.612273,2459441.513501,3.005
356146869,5256.01,PC,21.1968768,2459884.678947,4.228
94823134,5501.01,PC,24.166804,2459571.771281,5.257
126322519,5502.01,PC,11.6260799,2459578.359235,2.937
350044062,5503.01,FP,5.9522831,2459578.528696,1.966
95079513,5504.01,PC,13.2414304,2459563.048371,3.989
374350678,5505.01,PC,11.1064221,2459573.870053,2.12
385312460,5506.01,PC,19.5862903,2459556.878421,6.924
377097547,5507.01,PC,1.5068165,2459526.218674,0.8625455
406140233,5508.01,PC,3.1816478,2459577.584368,3.493
35285308,5509.01,PC,5.7656076,2459572.855698,2.955
192826603,551.01,KP,2.6473051,2459203.149174,1.211281
26865340,5510.01,PC,5.7380349,2459574.244787,5.045
389040826,5511.01,PC,4.7174703,2459575.042484,1.205
366698929,5512.01,PC,4.5589188,2459573.138543,1.873
184869170,5513.01,FP,7.7235903,2459578.095795,5.953
63190194,5514.01,PC,1.7459947,2459575.660235,2.217
55275863,5515.01,PC,8.5926333,2459577.408076,3.3859708
70678449,5516.01,PC,4.3776584,2459574.484627,2.864
307951656,5517.01,PC,4.5867288,2459578.586941,4.382
310380289,5736.01,PC,0.6489868,2458738.901194,1.1349755
229618478,5737.01,PC,19.4480946,2458698.868058,3.5107588
198162530,5738.01,PC,0.768125,2458683.640443,0.9992062
198162530,5738.02,PC,28.5462089,2458693.593974,1.7666666
328934980,5739.01,PC,8.4306162,2458930.773235,5.5823881
315002523,574.01,KP,3.3023907,2459991.488255,5.1743599
230087765,5740.01,PC,1.689442,2458684.235662,1.3359142
159851831,5741.01,PC,24.0004143,2459754.333656,3.138
258557847,5742.01,FP,3.965824,2459765.579293,2.911
308300731,5743.01,PC,7.6603722,2460494.575115,2.159
157768969,5744.01,PC,5.7488832,2459758.400187,5.003
318209162,5746.01,FP,711.7642825,2458891.862067,3.4176443
4918918,5747.01,CP,0.5734766,2458870.47457,0.9004508
407495930,5748.01,PC,3.0269043,2459738.329356,3.819
387329912,5749.01,PC,5.4328364,2459734.363125,7.38
384386062,5004.01,PC,5.7626113,2459380.933567,4.004
282485660,5005.01,CP,6.3084728,2459377.175525,2.871
449107129,5006.01,PC,4.254955,2459386.202615,4.228
424196109,5007.01,CP,2.5432595,2459384.64412,1.12
150531994,5008.01,PC,2.7755355,2460830.04607,3.755829
463781038,5009.01,PC,8.1755735,2459385.304236,7.683
134537478,501.01,KP,1.7100122,2459987.847958,1.79
276735500,5010.01,PC,6.7107895,2459376.396983,1.377
418298773,5011.01,PC,2.6060495,2460069.387501,1.6531467
245728942,5012.01,PC,4.18438,2459384.614713,2.146
287494667,5013.01,PC,8.989491,2460047.431086,1.43
362032529,5014.01,PC,3.4507193,2459388.137789,3.498
221656234,5015.01,PC,2.4533968,2459384.648481,3.425
68322189,5016.01,FP,1.2833689,2459385.759712,2.592
302054555,5017.01,PC,3.3677179,2459384.729363,5.049
294691204,5018.01,PC,6.5859565,2459380.063674,1.553
420829332,5019.01,PC,1.090295,2459385.957383,1.895
185226925,5257.01,FP,3.1979646,2459790.753011,5.69
147895461,5258.01,FP,0.5919629,2459445.918105,1.0
375419034,5259.01,PC,3.0321361,2459441.712932,2.078
200593988,526.01,FP,7.6787462,2460263.52322,3.6479222
326347927,5260.01,FP,7.2617331,2459445.564135,6.258
402828941,5261.01,PC,4.1509756,2459442.968277,2.029
274122380,5262.01,FP,2.873138,2459444.494366,2.908
275527293,5263.01,PC,3.1501356,2459442.190431,2.201
435719275,5264.01,PC,4.4274169,2459439.859036,5.435
219847787,5265.01,PC,11.5914514,2459892.032608,1.968
312899686,5266.01,FP,4.4138638,2459443.031522,2.387
153971295,5267.01,PC,13.7036806,2459599.727409,4.766
202468443,5268.01,FP,2.0685871,2459690.596819,0.598
359321688,5269.01,PC,2.7340756,2459446.348846,1.994
424112727,5270.01,PC,1.0513177,2459446.035629,2.562
296461391,5271.01,PC,4.3108587,2459827.010531,3.486
278668358,5272.01,PC,5.0135727,2459822.945623,4.396
172871230,5273.01,FP,3.4100261,2459442.295386,2.233
443582629,5519.01,PC,5.8512587,2459284.396693,1.8417106
44737596,552.01,CP,2.788654,2458413.060435,1.8900186
374180079,5520.01,KP,14.69808,2459267.668855,3.7370696
374180079,5520.02,KP,19.4834833,2459263.380209,4.6663301
396932137,5521.01,PC,18.5146638,2460279.249516,1.337
443616612,5523.02,KP,3.4712803,2459281.403586,2.4382015
277833995,5524.01,KP,2.2979915,2458518.126625,0.984865
345450130,5525.01,PC,2.7521595,2458440.199907,0.9607827
335540507,5526.01,PC,10.864728,2459283.877264,3.1780359
415399713,5527.01,PC,346.1614828,2459176.647091,7.4179451
458686847,5528.01,KP,1.2916034,2459230.014002,1.3077871
366411016,5529.01,KP,8.8652886,2459235.706758,3.2904518
161477033,553.01,FA,14.058151,2458443.221518,3.514627
386435344,575.01,FP,19.3721051,2459977.658863,3.0859149
310262516,5750.01,PC,1.9044134,2459741.118344,0.952
426144112,5751.01,PC,1.7465205,2459742.829034,1.453
349440621,5752.01,PC,6.7113743,2459723.423495,2.294
332365162,5753.01,PC,7.4242482,2459742.005654,2.873
135267558,5754.01,PC,3.6479472,2459736.090495,1.683
256584532,5755.01,PC,5.4397285,2459736.246115,3.099
219506608,5757.01,PC,32.6116713,2459703.44826,2.052
82598822,5758.01,PC,10.9299688,2459728.922004,2.407
317594531,5759.01,PC,8.350615,2459729.912231,1.62
408310006,576.01,CP,5.4435354,2460010.494875,3.5
255907107,5760.01,PC,7.924204,2459739.173528,4.458
257531677,5762.01,PC,3.946066,2459735.332063,1.792
354832924,5763.01,PC,6.9541458,2459729.976853,4.077
150476057,5764.01,PC,5.0859973,2459739.415504,1.594
397763985,5765.01,PC,3.8779743,2459908.635769,3.294
310266243,5020.01,PC,5.3450209,2459387.587844,5.64
403405969,5021.01,PC,12.975062,2459384.238317,6.124
208772468,5022.01,PC,2.244541,2459385.707127,2.1
213111428,5023.01,PC,2.2749988,2459386.471282,0.632
344130921,5024.01,PC,14.7765802,2459368.639064,4.996
217838717,5025.01,PC,2.8846592,2459384.454284,2.783
161247580,5026.01,PC,3.2813635,2459383.306298,3.203
361711730,5027.01,CP,10.2436729,2459387.004152,2.999
76894548,5028.01,PC,3.9353218,2459388.664235,3.169
154400369,5029.01,PC,3.8861815,2459384.065789,2.565
186812530,503.01,CP,3.6773543,2460257.183851,1.441
444290896,5030.01,PC,4.4299239,2459381.764066,4.671
46807139,5031.01,PC,4.5314275,2459381.694747,6.41
283665218,5032.01,PC,6.032661,2459376.494429,4.689
318180448,5033.01,PC,5.4695364,2459389.289886,1.274
306990399,5034.01,PC,8.7042937,2459377.128539,2.726
401509690,5035.01,PC,5.8009082,2459378.670278,3.175
406726743,5036.01,PC,17.7481897,2459380.200716,2.516
263486257,5037.01,PC,4.1245473,2460068.949933,3.4302475
356682805,5274.01,PC,6.1313492,2459628.259748,2.447
219466803,5275.01,FP,12.5951009,2459618.541036,0.876
276381737,5277.01,PC,15.9929608,2459829.069249,3.747
264301607,5278.01,PC,0.435435,2459825.576076,1.0529945
7681574,5279.01,PC,16.0104634,2459428.849564,2.151
403693875,528.01,FP,3.5248693,2458469.695633,3.1475424
194679333,5280.01,PC,9.0165933,2459440.705384,2.886
405932063,5281.01,PC,5.5047275,2459825.472799,4.025
329346586,5282.01,PC,1.392516,2459742.132395,1.209
399956873,5283.01,FP,6.949428,2459831.192001,2.725
171312653,5284.01,PC,2.0327015,2459444.105892,2.019
250330564,5285.01,PC,4.3852176,2459469.314451,2.188
301035553,5286.01,PC,3.2988824,2459469.122508,2.352
857186,5288.01,PC,3.8123614,2459465.891746,2.565
176279915,5289.01,PC,3.4411264,2459469.615289,2.669
438490744,529.01,FP,1.665878,2458468.4958,4.956738
224217761,5290.01,PC,2.5688104,2459469.15972,2.198
161477033,553.02,PC,11.9234819,2458419.367318,3.2410592
161477033,553.03,PC,40.8905117,2458416.404536,4.4402791
244170332,5530.01,PC,0.4774382,2458382.170928,0.952523
88114177,5531.01,PC,4.5352255,2458873.596672,3.0733542
318836983,5532.01,PC,5.6539689,2458412.247364,2.6370718
318836983,5532.02,PC,2.3929801,2458412.532109,1.693426
155093420,5533.01,PC,1.6098954,2459202.20091,1.7900454
176868951,5534.01,KP,0.3693057,2459280.989488,1.0027781
411697517,5535.01,KP,3.3863171,2459174.356092,3.2671057
268143410,5536.01,PC,3.1479748,2460228.201463,2.391
17555760,5537.01,PC,22.2897649,2459519.631378,12.435
337648770,5538.01,PC,23.899595,2459534.758896,2.0395157
178266267,5539.01,PC,7.1123703,2460271.408598,2.644
407966340,554.01,CP,7.0491608,2458442.61543,3.5024531
407966340,554.02,CP,3.0440441,2458438.475888,1.3542885
456305193,5540.01,FP,1.0995742,2460338.238011,0.952
351652998,5767.01,PC,4.015073,2459741.644195,3.229
470990157,5768.01,PC,3.7749324,2459766.375076,3.902
462715015,5769.01,FP,1.7548863,2459767.984121,1.314
23179035,5770.01,PC,1.4529225,2459766.399806,1.604
459836041,5771.01,PC,6.6867154,2459758.243282,2.945
313609787,5772.01,PC,3.5023306,2459764.635726,1.31
445795465,5773.01,PC,2.7404478,2459767.6163,3.422
9701368,5774.01,PC,5.4049747,2459764.180646,2.932
289666986,5775.01,PC,2.4369467,2459765.105281,3.969
310728245,5776.01,PC,4.1816344,2459765.925587,4.13
459189798,5777.01,PC,6.9171675,2459758.926644,2.038
264468702,5778.01,PC,6.0962241,2459762.212892,1.866
102846772,5779.01,PC,10.2515829,2459754.990877,4.588
423275733,578.01,KP,2.0528684,2459278.251179,2.6201128
43333094,5780.01,PC,7.5358996,2459758.226742,1.413
279920478,5781.01,PC,5.38265,2459765.779081,7.477
158845573,5782.01,PC,5.0048582,2459766.339783,5.027
319684122,5783.01,PC,5.4459647,2459793.278295,2.437
127115861,5038.01,PC,0.9990876,2459384.821608,1.27
396649769,5039.01,PC,2.1967461,2460070.345183,3.749
219164808,504.01,FP,1.6773063,2459358.890413,2.352
412828754,5040.01,PC,3.3808424,2459385.934136,3.135
324609476,5041.01,PC,0.733892,2460097.675656,0.9663799
282221346,5042.01,PC,5.6316098,2459384.430453,5.877
75522633,5043.01,PC,3.8027513,2459384.329786,3.148
298946836,5044.01,PC,5.5556615,2460072.096584,4.494587
297950791,5045.01,PC,3.4792084,2459386.865879,3.545
306512967,5046.01,PC,11.1838046,2459970.103597,5.302
291857895,5047.01,PC,7.3142625,2459379.29804,3.367
261020738,5049.01,PC,2.9204289,2459384.733856,2.679
268644785,505.01,KP,3.3294649,2459299.865444,4.0123108
282701278,5050.01,PC,2.3064574,2459382.640227,2.071
217933560,5051.01,PC,3.5980715,2459379.848245,2.842
208151094,5052.01,PC,4.0668104,2459381.491256,2.988
324426685,5053.01,PC,9.8830331,2459372.59318,3.432
250983039,5291.01,PC,2.3007511,2459467.596354,1.35
33397739,5292.01,PC,2.0231137,2459469.424307,1.133
250111245,5293.01,CP,2.9304371,2459466.496662,1.73
422486295,5294.01,PC,5.6707432,2459470.434517,2.294
241102583,5296.01,FP,1.7386091,2459820.897665,1.691
422423972,5297.01,PC,3.3014986,2459851.450755,2.106
313835568,5298.01,PC,2.6831464,2459818.888822,1.952
407997410,5299.01,PC,2.5792489,2459465.671672,0.528
387690507,530.01,CP,6.3875739,2458470.202595,2.5660579
267215820,5300.01,PC,2.2623535,2459470.418163,1.958
58825110,5301.01,CP,5.8588751,2459494.147012,3.581
337025682,5302.01,PC,4.2417694,2459490.634183,1.832
58798731,5303.01,PC,9.809558,2459869.502622,1.924
293407882,5304.01,PC,3.7079439,2459493.482802,2.259
408743161,5305.01,PC,4.4632038,2459496.393658,3.659
387401076,5306.01,PC,5.3331348,2459492.592296,2.805
422653398,5308.01,FP,8.34034,2459485.685359,3.176
231721006,5541.01,PC,9.0182382,2459327.819795,3.199
466206508,5542.01,CP,75.1247037,2458979.845973,8.599
17385917,5543.01,PC,3.5424466,2459474.857475,2.2308179
68893269,5544.01,PC,4.2050741,2459477.465265,1.1574129
301624989,5545.01,PC,1.9613369,2459526.447465,1.632367
59744366,5546.01,PC,9.8479326,2459478.724995,1.8182865
63013648,5547.01,FP,19.6304978,2459516.534272,3.2073832
155012162,5548.01,PC,18.9690014,2459536.496887,3.3431046
6499453,5549.01,PC,7.4323882,2459475.124498,2.7759349
170849515,555.01,CP,1.9416366,2458438.147508,1.9321358
195187769,5550.01,PC,13.955959,2460259.180414,3.293
387974148,5551.01,PC,2.40541,2459474.72141,1.608779
3224605,5552.01,PC,28.6503407,2459483.003266,4.4802105
218354669,5553.01,PC,1.7617165,2459448.89457,1.9280724
91287873,5554.01,PC,26.694279,2459515.17161,3.7831301
388804061,5555.01,KP,32.9373717,2459537.250096,2.3059589
427041513,5814.01,PC,6.254395,2460360.849074,2.466
375942197,5815.01,KP,3.8993831,2459797.700003,5.1857347
194076601,5816.01,PC,20.4282929,2459842.062383,7.501
418604868,5817.01,CP,15.6146058,2459799.303854,5.8168055
283419843,5818.01,KP,2.6052674,2459799.022189,4.24521
330218897,5819.01,PC,3.4200073,2459797.705428,1.9339167
287474726,582.01,FP,3.7442007,2459230.051423,3.5004762
459730973,5820.01,KP,3.9156848,2459799.366946,3.584776
354619337,5821.01,KP,2.1425095,2460556.771408,5.163
466390120,5822.01,KP,1.5487245,2459797.810597,2.8258531
248853232,5823.01,KP,3.8681492,2459798.775459,2.1610195
272366748,5824.01,KP,3.8555897,2459800.057422,3.2379644
269243313,5825.01,PC,9.7348295,2460541.913603,4.325
48253329,5826.01,PC,2.8140207,2459788.107629,3.191
369062542,5827.01,PC,5.0493049,2459788.904875,3.885
351077390,5828.01,PC,1.1951761,2459796.072414,2.4
363029616,5829.01,PC,1.3502386,2459793.849156,2.178
401704685,5054.01,PC,4.2100055,2460100.051799,2.653
407146538,5055.01,FP,2.0915616,2460069.763644,3.634
216925130,5056.01,PC,7.6686232,2459381.819163,4.794
37291237,5057.01,PC,1.1437772,2459385.829606,1.501
277034534,5058.01,PC,23.7123919,2460109.372596,5.841
458027465,5059.01,PC,8.7876771,2459370.258532,2.935
274138511,506.01,FP,2.774207,2458492.500001,2.393565
16264917,5060.01,PC,1.2695326,2459373.110938,2.229
214218272,5061.01,PC,3.3645349,2459384.08724,3.14
294768072,5062.01,PC,6.2244575,2459380.139505,5.174
173979859,5063.01,PC,3.613799,2459386.531727,3.323
407127579,5064.01,PC,3.5108018,2460099.296227,2.791
243244680,5065.01,KP,19.4921473,2459575.851873,3.568
56655478,5066.01,PC,1.3454079,2460231.615855,1.208
117275513,5067.01,KP,4.6886342,2460276.929305,2.651
366631954,5068.01,KP,4.7369669,2460277.077587,2.58
381360757,5069.01,PC,8.8558739,2459519.107426,6.144
348538431,507.01,PC,0.8994677,2459963.623366,1.2066668
52052461,5309.01,PC,6.4666483,2459875.569968,3.284
302895996,531.01,FP,0.567995,2458468.847149,1.408867
306204904,5310.01,PC,11.2036244,2459486.096679,3.039
306401382,5311.01,PC,39.0536929,2459453.71507,2.239
399724238,5312.01,PC,46.1965072,2459450.251093,3.718
347469901,5313.01,PC,3.2571037,2459495.625991,2.5
302202317,5314.01,PC,2.5351022,2459879.837056,2.251
126982221,5315.01,PC,2.4704071,2459493.470036,0.948
309439436,5316.01,PC,0.9997277,2459496.567378,1.574
408824640,5317.01,PC,8.662046,2459489.509979,3.278
435871546,5318.01,PC,4.9583217,2459881.551547,5.223
246965431,5319.01,CP,4.0785273,2459884.041681,1.561
144700903,532.01,CP,2.32664,2458470.580837,1.6497284
243153196,5321.01,FP,10.1391591,2459478.895755,2.662
336691874,5322.01,PC,5.4233428,2459872.580817,4.975
408643099,5324.01,PC,5.0269053,2459488.483015,2.676
55315929,5556.01,KP,0.7195712,2459526.091298,1.7575219
323687123,5557.01,CP,4.0179805,2459502.342761,1.1195616
14570099,5558.01,KP,26.1944549,2459521.873206,3.8354088
456945304,5559.01,KP,2.1408063,2460258.421812,1.569
59003115,556.01,FP,2.294185,2458439.0759,2.750763
238606535,5560.01,PC,702.469227,2459568.299107,2.3624632
330637910,5561.01,PC,2.0074528,2459502.148194,0.9340475
17307715,5562.01,KP,13.8532745,2459476.992391,3.1969542
127505658,5564.01,PC,760.0530038,2459600.588807,6.902
127505658,5564.02,PC,45.4964928,2459487.941282,5.137
117892246,5565.01,PC,3.2601896,2459600.94115,3.835
73250068,5566.01,PC,14.5814997,2459603.327711,5.489
456335739,5567.01,PC,13.62636,2459585.367829,3.245
142785421,5568.01,PC,16.2601049,2459603.278361,1.602
267484403,5569.01,PC,5.4021326,2459604.042729,1.678
55488511,557.01,PC,3.344904,2458439.549649,1.3408349
302814895,5784.01,FP,8.6800186,2459795.90211,2.41
456367532,5785.01,PC,3.0783215,2459819.460241,2.701
40292751,5786.01,CP,12.7791964,2460319.524905,5.242
446616059,5787.01,FP,3.1072375,2460530.955198,4.485
42883782,5788.01,CP,16.2134274,2459786.442643,3.551
42883782,5788.02,CP,6.3346129,2459788.410948,3.341
87216634,5789.01,CP,12.9256051,2459776.255982,1.691
238061845,579.01,PC,1.6843068,2460012.883867,1.567
110936761,5791.01,FP,2.2906144,2459793.645262,1.949
398895470,5793.01,KP,2.6940348,2459771.189014,4.1073512
273874849,5794.01,KP,1.4857148,2459825.552259,2.3275852
151724385,5795.01,CP,6.1406207,2459770.674699,3.3672245
391958006,5796.01,KP,1.7430143,2459771.551589,2.2872101
374530847,5797.01,KP,2.152163,2459770.231395,1.7531966
305243225,5798.01,KP,1.2129139,2459770.519892,2.1862785
319968129,5070.01,FP,6.216994,2460285.329551,2.759
307733361,5071.01,KP,1.6739029,2460284.308584,1.355
7059054,5072.01,KP,5.185768,2460255.017005,2.356
458686969,5073.01,PC,3.1393667,2460282.514849,3.957
6893917,5074.01,KP,3.0801795,2459502.394945,3.4870958
23113034,5075.01,FP,1.7134571,2460256.342409,1.433
303432813,5076.01,CP,23.4428912,2460250.881084,4.392
87873211,5077.01,PC,5.8879518,2460281.227232,3.534
303523128,5078.01,PC,1.5110224,2460258.603664,1.232
69672493,5079.01,FP,1.4920726,2460257.096765,1.594
425206121,508.01,KP,4.6117328,2459222.78972,4.065
17409453,5080.01,KP,9.72665,2460243.190501,4.584
203214138,5081.01,KP,5.1699026,2460280.381301,1.972
437011608,5082.01,CP,4.2403543,2460284.802643,2.353
5882269,5083.01,KP,4.7948642,2460251.750696,2.245
438260486,5084.01,PC,5.8321337,2460252.991856,2.039
6785559,5085.01,PC,4.5117148,2459546.925741,4.48
178217113,5086.01,KP,2.9956366,2460256.812967,2.287
257922326,5326.01,PC,3.133469,2459493.482375,2.26
303502327,5327.01,PC,4.6671176,2459521.337748,2.378
58372253,5328.01,PC,5.4886518,2459519.397889,6.921
61145589,5329.01,PC,3.7796053,2459518.514709,0.695
309791156,533.01,PC,19.5715862,2458332.697108,4.1467964
436843539,5330.01,PC,4.6303272,2459884.465962,3.94
387544178,5331.01,PC,22.7545332,2459517.930293,3.262
387515920,5332.01,PC,3.9544873,2459520.191396,1.716
96948338,5333.01,PC,11.4420309,2459507.73612,5.092
247409676,5334.01,PC,3.6136326,2459520.904138,3.31
381360750,5335.01,PC,3.6139919,2459520.725645,2.008
430099722,5336.01,PC,4.0153167,2459520.536355,3.825
27294830,5337.01,PC,0.7135221,2459522.876624,0.514
467615239,5338.01,PC,2.6429687,2459522.34129,2.184
101348333,5339.01,PC,15.1873222,2459494.722261,3.535
281909674,534.01,KP,4.0350444,2458470.81672,2.8526163
14156936,5340.01,PC,4.9393117,2459519.940368,4.696
90669930,5341.01,PC,20.6875239,2459513.930501,2.57
356990855,5342.01,PC,0.5894678,2459524.058419,0.631
302381442,5570.01,PC,23.1678315,2459567.884238,4.295
88565745,5571.01,PC,731.4778512,2458854.228883,3.41
9151337,5572.01,PC,5.8586824,2459960.725859,2.168
459762279,5573.01,CP,8.7960328,2459600.45002,2.48
268405086,5574.01,FP,6.8242909,2459598.137675,2.787
160162137,5575.01,PC,32.0736228,2459747.65944,2.347
137543637,5576.01,FP,1.2833113,2459605.677896,1.353
98833877,5577.01,PC,0.358558,2459606.67024,0.274
154563411,5578.01,PC,13.4659853,2459583.65004,2.936
252928337,5579.01,PC,19.8628449,2459583.260949,1.965
207110080,558.01,CP,14.5728985,2459133.407241,2.5623497
366298702,5580.01,PC,5.2782582,2459603.122108,3.379
456306892,5581.01,PC,33.5386891,2459390.959117,3.9439149
392064198,5582.01,PC,4.51125,2459604.334385,4.541
357244603,5583.01,PC,3.0650073,2459601.814247,1.548
29169215,5584.01,PC,18.6300789,2459580.448333,3.4
188389305,5585.01,PC,1.8434549,2459606.464477,1.444
160165689,5586.01,PC,8.9165771,2459594.081803,3.224
328081248,5799.01,CP,4.1645448,2459772.334479,1.5725422
81419525,580.01,PC,1.5498373,2460012.427542,2.729
151759246,5800.01,CP,2.6282606,2459771.71321,1.2408211
243921117,5801.01,KP,3.067816,2459770.026754,2.1103325
399402994,5802.01,KP,2.7161298,2459770.470612,3.5299033
466382581,5803.01,CP,5.3829728,2460550.945001,1.382
303055194,5804.01,FP,1.7615631,2459822.907614,1.171
378390325,5805.01,PC,20.5676815,2460511.215717,5.523
283621618,5806.01,PC,3.1856488,2459850.812572,1.304
188646744,5807.01,PC,14.2423724,2460540.26317,4.046
459735346,5808.01,PC,7.1701672,2460558.651872,2.859
283471501,5809.01,PC,9.2103194,2460541.532262,2.341
180987952,581.01,FP,1.38917,2460746.8335,1.5031546
379824738,5810.01,PC,5.6857105,2460548.226894,6.105
331484419,5811.01,PC,6.25656,2460549.411097,3.509
388909695,5812.01,KP,10.1466193,2460549.461351,5.519
92439980,5813.01,PC,27.0525472,2460519.238639,3.862
18310799,5087.01,KP,17.3070631,2460253.01276,3.646
234388232,5088.01,PC,10.3883213,2460266.136757,4.056
234388232,5088.02,PC,13.4155226,2459521.211119,3.665
330687113,5089.01,KP,5.113835,2459503.123608,2.4556787
453211454,509.01,CP,9.0588209,2460269.974997,3.342
453211454,509.02,CP,21.4003129,2460259.048369,5.3847459
184892124,5090.01,KP,1.9828041,2459500.669114,1.1139386
438073782,5091.01,PC,3.6413702,2459546.828897,3.705
63189173,5093.01,KP,2.2984058,2459501.001669,2.0873186
19028197,5094.01,KP,3.3366511,2459500.53574,1.8580034
434226736,5095.01,KP,3.4845543,2459501.775176,0.9158601
26826078,5096.01,KP,2.8753183,2460285.252669,1.615
203214081,5097.01,KP,5.7459945,2460261.803357,1.185
14770122,5098.01,KP,3.5438732,2459500.382137,4.2332052
91481801,5099.01,PC,14.4507561,2459447.803576,1.3457797
34980970,5343.01,PC,12.836391,2459503.519191,3.366
16005254,5344.01,CP,3.7927572,2459522.82521,1.47
96165095,5345.01,PC,1.1062164,2459910.28504,1.728
26018819,5346.01,PC,3.9783327,2459520.301801,2.643
21119973,5347.01,PC,1.7109175,2459883.253886,1.625
366527844,5348.01,PC,3.089007,2459910.695281,2.0583149
26054627,5349.01,CP,3.3176675,2459521.813826,1.796
280210963,535.01,KP,2.8280391,2459203.486894,2.6215943
68808155,5350.01,PC,7.5811005,2459520.679657,4.457
27476314,5351.01,PC,2.8817237,2459523.18765,1.596
69995219,5352.01,PC,2.0389145,2459523.255686,1.42
113919944,5353.01,FP,1.2297408,2459524.201966,1.234
34781378,5354.01,PC,4.7949288,2459520.861271,3.898
96170689,5355.01,PC,9.6125545,2459912.057185,4.242
467684543,5356.01,PC,3.1948695,2460211.329446,3.786
150006846,5357.01,PC,9.6995203,2459513.678245,3.998
46631742,5358.01,PC,2.6599132,2459450.140226,2.163707
90767677,5359.01,PC,1.6817287,2459522.004048,0.491
29069242,5587.01,PC,3.7349773,2459605.449939,3.891
141762491,5588.01,PC,8.9109435,2459918.835052,1.876
51094586,5589.01,PC,5.6895053,2459595.836324,5.158
209459275,559.01,CP,6.9839072,2459166.185995,5.076
9907513,5590.01,PC,1.2749899,2459606.061518,1.146
192969211,5591.01,PC,12.8665269,2459599.966864,6.599
88529975,5592.01,PC,2.6085851,2459606.194577,1.573
468433454,5593.01,PC,4.7974601,2459599.997854,5.952
53394475,5594.01,PC,9.2271917,2459589.072503,3.781
302908969,5595.01,PC,5.9900508,2459598.869415,2.104
85284138,5597.01,PC,1.9784368,2459634.509247,2.359
237108775,5598.01,PC,6.2948747,2459900.651734,1.878
159160230,5599.01,PC,5.4368408,2459627.128945,4.473
101011575,560.01,CP,6.3980642,2459982.845399,2.004
101011575,560.02,CP,18.8792871,2459987.337647,3.262
287268770,5600.01,PC,10.717359,2459630.693169,2.784
237097499,5601.01,PC,9.5197732,2459834.266444,2.636
101592219,5602.01,PC,5.4853379,2459628.710083,1.964
176442805,4833.01,PC,3.6520005,2459278.576518,3.638
77550515,4834.01,PC,3.118166,2459275.262066,2.285
434428836,4835.01,PC,5.1953991,2459278.922756,3.032
231559817,4836.01,PC,5.1035091,2459965.74527,3.7190896
19612445,4837.01,PC,4.4644761,2459991.372991,1.185
374200604,4838.01,FP,0.760019,2459525.795452,0.638738
38118291,4839.01,PC,13.3441946,2459273.977808,4.743
427348923,484.01,FP,4.728681,2459196.648037,4.533
80029842,4840.01,FP,2.3992876,2459279.306422,2.545
453060368,4841.01,PC,9.6284672,2459271.894843,3.554
131034657,4842.01,PC,5.3374045,2459271.888906,1.849
258051471,4843.01,PC,8.3548746,2459970.499681,3.253
143994382,4844.01,PC,4.5425274,2459991.385346,2.92
26305150,4845.01,PC,4.21909,2459992.31448,4.9314032
418971787,4846.01,FP,1.0638184,2459277.893321,3.191
186541435,4847.01,PC,7.0465721,2459271.910973,2.322
134596619,4848.01,PC,3.7235407,2459966.239964,2.1053503
132534906,4849.01,FP,3.0617364,2459277.978622,1.947
427352241,485.01,FP,1.2667147,2459198.437811,1.712
349582831,5100.01,PC,3.4532143,2459500.690936,2.445241
366410512,5101.01,KP,10.1367283,2460247.820034,5.341
