tid,toi,tfopwg_disp,pl_orbper,pl_tranmid,pl_trandurh
238171173,2186.01,PC,4.476922,2459040.677411,2.971921
270472265,2187.01,PC,2.7492277,2460016.915327,1.688
260797169,2188.01,PC,3.735051,2459037.586804,2.4293974
270342589,2189.01,PC,4.4343277,2459037.695286,2.8960794
260609205,219.01,FP,4.4617755,2460184.852236,5.4532494
389421473,2190.01,PC,5.3160704,2459041.219803,4.3526595
262471759,2191.01,PC,4.0115394,2459037.349685,2.2686483
277890574,2192.01,PC,6.2643442,2459039.462278,3.8202596
401604346,2193.01,CP,2.1223673,2459037.564542,1.5855365
271478281,2194.01,CP,15.3419095,2460141.982191,2.736
77031414,241.01,KP,1.3866519,2458355.195919,2.3006751
10837041,2411.01,CP,0.7827075,2460987.464436,1.0403706
10837041,2411.02,PC,13.0512115,2460968.503799,2.7857835
10837041,2411.03,PC,19.8889892,2460972.243371,3.3452591
684936227,2412.01,FA,15.29859,2459134.75391,3.214
206498307,2413.01,FP,13.4190392,2459066.937927,5.9221882
237320326,2414.01,KP,1.7771109,2459062.739359,1.5669528
161223358,2415.01,PC,0.5153654,2459062.019708,1.0
237922465,2416.01,CP,8.2754608,2459352.544159,3.755
49617263,2417.01,FP,4.83266,2459139.2966,2.308
65347776,2418.01,FP,25.86696,2459133.37121,4.923
358248442,2419.01,PC,18.8812961,2460169.793147,5.943
120585579,242.01,FP,6.340315,2458357.778211,4.249306
268532343,2420.01,CP,5.84259,2459136.26698,3.747
70524163,2421.01,CP,4.3474,2459139.61885,4.684
29830212,2651.01,FP,7.3164282,2459349.974976,2.235
372852036,2652.01,PC,2.484912,2459963.693795,1.686
200805484,2654.01,PC,2.967599,2459168.071986,1.688
166851829,2655.01,PC,4.7277153,2459132.354491,2.5
231065398,2656.01,PC,7.7898378,2458392.685508,3.095
160004025,2657.01,PC,2.7985528,2459164.312459,2.459
31634579,2658.01,PC,8.8759249,2460135.330861,3.8366417
147456499,2659.01,PC,1.2558789,2459140.202044,1.795
164767175,266.01,CP,10.7511248,2460973.354682,2.8581721
164767175,266.02,CP,19.6050966,2460986.17995,4.1605138
372817671,2660.01,PC,5.0183771,2459190.295578,3.218
144125079,2661.01,PC,3.6257584,2459168.639577,2.814
423672208,2662.01,PC,3.790687,2458401.914156,2.958
277871306,2664.01,FP,3.9602774,2460277.924101,0.884
186936449,2665.01,PC,2.8456505,2460009.765012,2.556
348684813,2667.01,FP,7.7517472,2459976.896634,3.761
162695785,1970.01,PC,2.5599667,2459308.323706,2.9695871
253132689,1971.01,FP,3.217824,2460062.383323,1.735
267414551,1972.01,PC,4.7631,2458571.46158,1.838
47617161,1973.01,PC,3.9194856,2459335.074889,2.3461465
467281353,1975.01,FP,2.8319354,2459332.170832,3.21
383531859,1977.01,FP,17.0614756,2459352.185799,3.384
458856474,1978.01,FP,6.081043,2460751.695956,4.818249
458857720,1979.01,FP,1.30924,2458571.79697,2.535
12421862,198.01,CP,10.2152025,2458356.371864,2.3476219
127793615,1980.01,FP,9.27898,2458604.91156,6.514
378613125,1981.01,PC,2.4763492,2460063.136243,3.593
437329044,1982.01,PC,17.1725007,2459323.825798,5.016
89535068,1983.01,FP,6.1110945,2459288.09218,4.2566318
162246865,1984.01,FP,0.5646193,2459331.916143,1.295
24695044,2195.01,PC,4.164514,2459039.461004,2.0579197
372172128,2196.01,CP,1.1953968,2459036.508778,1.5752293
389352124,2197.01,KP,4.954648,2460148.5999,3.639
100566492,2198.01,KP,4.9549631,2459040.905327,5.9565174
369455629,2199.01,KP,3.3771114,2459038.510574,2.4508029
150098860,220.01,CP,10.6953065,2460966.946848,1.992523
142105158,2200.01,PC,2.9360281,2459384.869876,2.118
219306934,2201.01,PC,1.3477642,2460150.788041,1.112
358107516,2202.01,CP,11.9124942,2459041.912359,3.7520869
467971286,2204.01,KP,2.2250514,2459037.141234,2.3678871
260298958,2205.01,FP,0.8891483,2459036.525582,1.1970992
381856447,2206.01,KP,1.7690121,2459037.77354,1.0172953
90850770,2207.01,CP,8.000489,2459043.770189,4.6706895
38680052,2208.01,PC,0.6743453,2459362.153557,0.9010413
271806353,2209.01,PC,3.4391152,2459362.84393,3.3615891
313891529,2424.01,FP,12.3750537,2459092.273962,6.6166181
248387177,2425.01,PC,50.6939885,2459436.979806,4.068
97486178,2426.01,PC,4.08165,2459168.00914,2.691
142937186,2427.01,CP,1.30613,2459169.61994,0.634
420051632,2429.01,PC,7.0846492,2458410.991988,3.102328
23170835,2430.01,PC,1.10071,2459168.8759,0.909
258804746,2431.01,CP,0.224195,2460258.868869,0.292
347553438,2432.01,PC,1.82738,2459168.25205,1.491
251094370,2437.01,PC,5.1660127,2459147.885503,3.01966
686072378,2438.01,FP,1.9426003,2459175.406024,1.0206743
274194927,2439.01,PC,14.3614789,2459152.817497,4.0964994
192076548,2668.01,PC,1.1159326,2459279.678391,1.013
348835438,2669.01,CP,6.203496,2459985.604157,5.715
166836920,267.01,KP,5.7525797,2458382.20793,5.4071598
190721237,2670.01,PC,12.9281223,2459994.198115,3.9850989
190081497,2671.01,FP,3.1630387,2459991.730295,4.661
1018843,2673.01,PC,1.9126596,2460011.626285,2.178
179033846,2675.01,FP,1.476869,2459197.208589,1.451
420016507,2676.01,PC,3.4082154,2459168.078836,3.901
398736713,2677.01,PC,6.4967452,2458429.573362,1.8
354517490,2678.01,PC,3.4523955,2459221.389847,1.624
323295908,2679.01,PC,3.8539027,2459169.162947,2.906
219253008,268.01,PC,5.066175,2458385.127279,6.2992409
219366908,2680.01,FP,0.6293198,2459199.016708,1.129
209408136,2681.01,PC,3.1292868,2459164.002226,1.545
200803270,2682.01,PC,2.5981987,2459139.377363,1.412
200320748,2683.01,PC,1.5292851,2459197.662315,1.167
161156159,1988.01,FP,2.2818488,2460064.293216,3.973
324395151,1989.01,FP,3.4551479,2459309.575644,5.7444704
309792357,199.01,CP,104.8724252,2460877.951041,6.6885919
457939414,1990.01,FP,3.7899524,2459281.710853,5.5268401
82707763,1991.01,FP,6.6570835,2460065.075037,5.285
147340931,1992.01,FP,4.31224,2458546.84554,2.704
453464017,1993.01,FP,3.9416903,2459352.660686,2.537
445903569,1994.01,CP,4.0337201,2460032.218521,3.48
299023386,1995.01,PC,3.1056464,2459327.827796,1.772
275384718,1996.01,FP,7.72433,2458576.4335,8.03
142378043,1997.01,PC,1.8359766,2460038.14653,1.062
429295277,1998.01,FP,1.10833,2458572.20786,2.288
410214986,200.01,CP,8.1382222,2458332.308323,3.2797025
371188886,2000.01,CP,9.1270519,2460086.660775,3.549
371188886,2000.02,CP,3.098367,2460038.819877,1.963
118084044,2001.01,PC,2.7435213,2459256.141134,1.8047048
316937670,221.01,FP,0.62425,2458325.342966,0.774288
317089588,2210.01,PC,12.7846809,2459042.902673,4.8533784
212253390,2211.01,CP,3.0926858,2459038.102648,2.2149195
280803917,2212.01,PC,5.1293855,2459039.726913,2.8939597
406318573,2213.01,PC,5.179282,2459036.45897,2.6320655
272236017,2214.01,PC,2.4156482,2460041.314701,2.837
425561347,2215.01,CP,5.7772122,2459040.86632,2.56341
39018923,2216.01,PC,5.6807412,2459037.730148,4.1093897
234330672,2217.01,PC,3.8300359,2459039.604534,4.1744985
278138619,2219.01,PC,10.1688722,2460074.804023,4.3884108
150437346,2220.01,PC,1.3926549,2459363.006828,2.0005269
441420236,2221.01,CP,8.4536777,2459041.281746,3.5738006
306510653,2222.01,PC,2.2456869,2459386.420276,3.155
273695332,2223.01,PC,6.9309657,2459365.146877,5.2921448
118327550,244.01,CP,7.397216,2458357.364688,1.3164962
219175972,2441.01,PC,12.8900899,2458335.504214,2.5413229
219175972,2441.02,PC,5.5514857,2458325.908591,2.0186927
168871868,2442.01,FP,17.1217196,2459183.305376,6.507
318753380,2443.01,CP,15.6692322,2459148.098617,4.562853
439867639,2445.01,CP,0.3711334,2458411.217326,0.4918187
142868621,2446.01,PC,18.685862,2458418.91465,5.4844
231721005,2448.01,FP,9.0182016,2460121.423199,3.08
231721005,2448.02,PC,19.757918,2460966.234013,3.2262153
170729775,2449.01,CP,16.6542431,2459186.901539,7.792
154618248,245.01,PC,8.7709021,2460203.438659,0.926
408114363,2450.01,PC,17.8832414,2459179.177363,4.3420932
4294779,2451.01,FP,0.3438892,2459174.475148,0.9696069
161568891,2684.01,PC,2.4756487,2459195.18388,2.461
161479081,2685.01,PC,3.4711465,2459197.748783,1.606
159989004,2686.01,PC,3.5746058,2459169.865852,1.153
155993822,2687.01,PC,4.0944492,2459164.974049,4.233
98728690,2688.01,PC,2.1415519,2459165.769957,2.989
92363023,2689.01,PC,3.4180406,2459164.871015,2.242
220479565,269.01,CP,3.6977167,2458381.845549,0.9308263
92359852,2690.01,PC,4.1549988,2459167.712302,2.873
71345362,2691.01,PC,3.8821916,2459167.794838,3.126
38399060,2692.01,PC,3.6506781,2459163.769215,2.79
30016082,2693.01,PC,1.3225635,2459167.861473,1.683
139445621,2696.01,PC,6.409365,2459199.897242,1.707
139445453,2697.01,PC,4.3169755,2459199.867115,4.523
100683605,2698.01,PC,3.270563,2459223.847344,1.682
77958378,2699.01,PC,5.8259928,2459198.336939,2.442
259377017,270.01,CP,5.6605693,2459198.961454,1.6631704
259377017,270.02,CP,11.3796991,2460984.247091,2.0489434
356453768,2002.01,FP,2.3330349,2460011.151332,3.005
439610306,2004.01,FP,1.79988,2458545.26565,3.518
147660886,2005.01,PC,17.3057923,2459293.9977,4.1729767
41173048,2006.01,FA,6.40938,2459194.004177,2.356
70887357,2008.01,FP,723.8345008,2458454.33261,7.382946
243187830,2009.01,PC,1071.0898448,2458783.768755,2.1734134
350618622,201.01,CP,52.9787392,2460972.002829,5.1293743
350618622,201.02,PC,5.8492379,2460175.602477,3.257
26547036,2010.01,CP,1134.6723963,2459846.977285,8.6844623
136916387,2011.01,KP,11.5778362,2458631.767617,3.8772499
136916387,2011.02,KP,27.5920718,2458650.89757,3.2743016
138294130,2012.01,KP,3.0565259,2459716.992394,4.145
188589164,2013.01,CP,2.6162769,2458956.396322,1.134893
198588220,2014.01,KP,4.8099755,2460497.317355,6.696
388198242,2224.01,PC,0.5055105,2459988.772614,0.648232
271891552,2225.01,PC,3.5775562,2460015.034505,3.531
403135192,2226.01,PC,0.9017685,2460179.543072,0.635
61733521,2228.01,FP,3.36296,2458655.87771,2.594
143410850,2229.01,PC,4.98668,2458660.25609,2.267
326453034,223.01,FA,14.445918,2458355.95751,1.533311
129432342,2230.01,FP,1.79217,2459037.29826,1.797
100504381,2231.01,FA,5.46278,2460143.110815,1.274
439444938,2232.01,PC,11.45959,2459046.54248,0.956
394722182,2236.01,CP,3.5315897,2459389.337457,2.689
389238529,2237.01,FP,0.49642,2459036.5003,0.572
231077395,2238.01,PC,3.3904897,2459965.35036,2.878
388130235,2239.01,FP,92.1950921,2459323.834757,4.206
219208037,2452.01,FP,0.9776805,2459229.062884,0.7657397
59128183,2453.01,PC,4.4414275,2458441.995227,1.393441
67782629,2454.01,PC,8.5063687,2459174.855266,2.8291905
434260570,2455.01,PC,4.720489,2459177.19495,1.8316316
117799904,2457.01,PC,14.1993538,2459175.255066,2.5629666
449197831,2458.01,CP,3.7369689,2459177.402573,1.9917422
192790476,2459.01,CP,19.1047019,2458452.334564,3.2516728
158623531,246.01,KP,7.8728937,2458355.73229,3.7599578
411839167,2461.01,KP,6.1802614,2459175.327301,4.1830206
452375478,2463.01,PC,10.6079445,2459179.182044,12.7030565
32949762,2464.01,KP,3.7684981,2459222.681031,2.727
146523262,2465.01,PC,3.759205,2459174.839411,2.9961712
293612446,2466.01,KP,2.6266983,2459493.9445,4.087
259377017,270.03,CP,3.3601671,2460987.858405,1.3266673
56096837,2700.01,PC,4.6636858,2459196.570296,2.604
44791617,2701.01,PC,2.169466,2459166.358806,1.653
43604949,2702.01,PC,1.9422802,2459196.429516,2.768
43475220,2703.01,PC,6.1735306,2459193.235438,3.163
32677675,2704.01,PC,3.6364993,2459225.757456,3.509
169448771,2705.01,PC,18.010652,2459165.598824,4.952
457202957,2706.01,PC,1.8851834,2458461.885377,1.428
455036659,2707.01,KP,4.007232,2459194.067914,4.78
452810327,2708.01,FP,2.3540172,2459197.357111,2.36
452810326,2709.01,PC,2.3540163,2459197.356321,2.416
408231638,2710.01,PC,10.7448417,2459196.318036,3.298
396896334,2711.01,PC,5.7604868,2459190.700563,3.08
362026280,2712.01,PC,3.078479,2459195.831917,2.424
332660287,2713.01,FP,1.2434016,2459197.326471,0.939
332534326,2714.01,CP,2.4993895,2459168.948798,2.99
311239796,2715.01,PC,4.9640641,2459515.126171,4.908
284859630,2716.01,PC,7.5420435,2459194.254825,3.854
368287008,2015.01,CP,3.3491408,2459712.928909,1.207
219508169,2016.01,PC,6.8161105,2460470.798919,2.718
219508169,2016.02,PC,2.4590369,2460477.432216,1.862
219508169,2016.03,PC,25.3369848,2459735.445738,3.214
357416482,2017.01,FP,5.49826,2460434.940249,2.04
357501308,2018.01,CP,7.4355709,2458958.257962,2.3450321
159781361,2019.01,CP,15.3468182,2460431.584231,6.425
355509914,202.01,PC,1.7386695,2458326.110175,1.1898354
39903405,2020.01,KP,5.633477,2460477.275907,4.132
236312126,2021.01,KP,3.9415041,2459713.291648,2.866
11996814,2022.01,FP,0.4487349,2458790.849435,2.8757897
255930614,2024.01,KP,2.8758831,2460476.023499,3.14
394050135,2025.01,CP,8.8720542,2459754.939635,3.6593396
407059875,2026.01,PC,7.1925327,2459904.708769,2.551
335996558,2027.01,FP,1.46329,2458739.50775,2.431
336456596,2028.01,FP,0.77871,2458739.62994,1.458
445254275,2029.01,FP,2.57134,2458767.19721,3.824
98494121,2240.01,FP,3.06555,2458659.34688,2.483
96973930,2241.01,PC,3.3243,2458657.36252,2.337
92562123,2242.01,PC,6.53144,2459041.75877,5.713
1989628303,2244.01,PC,5.46377,2459039.62778,1.036
278415929,2245.01,PC,3.7981107,2459389.180943,3.914
349786918,2246.01,FP,2.9663437,2460012.788541,4.44
376168473,2247.01,FA,5.41402,2459040.0943,4.418
179580045,2248.01,PC,62.1624516,2460077.706461,4.319
152714791,2249.01,FP,1.27349,2459036.88269,1.655
264303333,2250.01,FP,0.8153098,2460367.057256,1.373
229715760,2251.01,PC,11.5743561,2459945.371277,6.0493763
233066156,2252.01,PC,12.379649,2458844.736633,3.3314543
367855829,2253.01,FA,85.4244796,2458714.619721,3.6658465
233688779,2254.01,PC,26.4579842,2460539.925232,3.372
265146266,2255.01,PC,11.9526103,2459727.117395,2.74
71013298,2467.01,PC,1.7556616,2458438.600908,1.3491032
31114545,2468.01,FP,24.4232697,2459196.87342,3.788
117843067,2469.01,FP,2.3767548,2459198.809559,3.225
160148385,247.01,KP,3.4252563,2458354.319774,2.4617762
298981199,2470.01,PC,7.1853092,2459199.511667,2.347
71088556,2471.01,PC,6.5857043,2459194.286421,2.777
399868187,2473.01,PC,1.2311781,2459199.202773,2.756
449257028,2474.01,PC,4.278752,2459197.576453,4.11
373453507,2475.01,FP,15.7925628,2459197.39928,2.823
412054152,2477.01,PC,34.7769296,2460218.772868,5.598
262435954,2478.01,PC,2.6473916,2459174.685986,2.8595222
167661160,2479.01,PC,36.8382429,2458442.074601,4.9462843
201793781,248.01,PC,5.9910569,2458354.83865,3.4644509
1449756,2480.01,FP,11.3543085,2459199.593066,3.414
262258341,2481.01,PC,11.994832,2459193.255797,3.374
117938087,2482.01,PC,14.9315582,2459187.828181,4.729
269077474,2717.01,FP,1.3164901,2459197.192883,1.389
248655096,2718.01,PC,2.7625084,2459196.564554,2.037
176314383,2719.01,CP,3.3759446,2459197.636818,3.538
268766053,272.01,KP,3.3098458,2459140.875701,2.2676536
169448297,2720.01,PC,2.1473577,2459199.697082,2.706
167714124,2721.01,PC,4.162733,2459222.321706,3.319
153725446,2722.01,PC,0.708548,2459199.496171,0.845
152477897,2723.01,PC,3.3843865,2459165.376298,3.845
119290630,2724.01,PC,1.4875055,2459227.337401,1.874
100589633,2726.01,PC,3.9471513,2459221.101893,1.993
51830822,2727.01,PC,0.6711626,2459227.430602,1.168
42763678,2728.01,PC,1.7246234,2459227.292219,1.979
39724477,2729.01,PC,4.0350169,2459211.895505,2.108
279740441,273.01,FP,0.7418594,2458386.095087,1.5026958
37240067,2730.01,PC,2.5082498,2459212.952234,1.393
34729329,2731.01,PC,0.9953936,2459227.225976,2.238
34466256,2732.01,FP,0.7029205,2459198.602275,1.325
34266522,2733.01,PC,3.7170532,2459222.295382,3.751
259962054,203.01,FA,51.94509,2459106.86029,8.094
470127886,2031.01,PC,5.7156075,2459886.04634,4.0584797
53617134,2033.01,PC,18.8243063,2459886.4891,4.397
427279997,2034.01,FP,2.89453,2458768.72753,3.327
53709089,2035.01,PC,8.51226,2458793.50485,3.068
368320811,2036.01,PC,1.261045,2460449.232339,1.246
405559035,2037.01,PC,11.1516668,2459639.813076,4.623
405559035,2037.02,PC,5.5470937,2459637.780899,3.4350999
237071229,2039.01,PC,11.2479927,2460539.786844,3.142
281781375,204.01,PC,43.8297863,2458328.034407,4.3011392
427730490,2040.01,PC,3.8608551,2459740.365261,2.571
54364414,2041.01,FP,1.37477,2458792.09451,1.601
269424395,2042.01,FP,2.41872,2458768.14945,2.685
346929661,2043.01,PC,12.0135752,2460428.035206,4.274
270333769,2044.01,FP,4.1207509,2460418.367886,2.158
262880065,2256.01,PC,13.9631929,2458938.822446,4.5245027
198485881,2257.01,CP,35.1896444,2459606.202888,3.3254029
219821826,2258.01,FP,9.6799809,2459659.732563,1.806
219501568,2259.01,PC,16.5899263,2458961.789439,2.1573675
232568235,2260.01,CP,0.3524597,2460423.375669,0.578
229787062,2261.01,PC,1.9011452,2458983.8672,1.6128566
165530380,2262.01,PC,1.4937444,2459795.358706,2.044
235943205,2264.01,PC,121.3342908,2458827.02652,6.1861599
310231275,2265.01,PC,0.8294084,2458956.331721,0.5583289
8348911,2266.01,CP,2.326343,2458957.9252,1.2195051
459837008,2267.01,CP,3.4950422,2458816.152459,1.0311342
459837008,2267.02,PC,2.0344366,2458817.092481,0.958248
459837008,2267.03,CP,2.2891027,2458818.073212,0.8344032
20203297,2268.01,PC,7.1566025,2458932.627916,1.218975
441798995,2269.01,FA,1.4206036,2458683.350647,1.6483243
219151731,2483.01,FP,1.4853364,2459249.973749,1.302
68035559,2484.01,PC,8.3272872,2459686.111638,2.517
328934463,2485.01,CP,11.2347982,2459658.812257,6.217
369376388,2486.01,PC,1.5411764,2459167.655279,1.535
394346745,2487.01,PC,3.4024655,2459382.603668,3.141
139251123,2488.01,PC,10.7668398,2459066.14339,4.2439843
179985715,249.01,PC,6.6153188,2458359.541515,2.3345844
282498590,2492.01,FP,10.1004307,2459222.255014,4.977
282576340,2494.01,PC,8.3761316,2459210.732023,1.976
282576340,2494.02,PC,2.4087648,2459224.849091,1.881
33091590,2495.01,PC,7.795385,2459208.384505,1.6941573
160328683,2496.01,PC,1.5746828,2459175.520632,1.9286406
97568467,2497.01,CP,10.655694,2459205.098381,7.8236322
439456714,277.01,CP,3.9934418,2458385.036312,1.9693065
438057373,2770.01,PC,4.5697688,2459541.3175,3.369
437893926,2771.01,FP,3.8454384,2459548.185346,4.736
435934762,2772.01,PC,2.8504334,2459199.30433,3.768
388934707,2774.01,PC,4.4430866,2459192.072276,1.787
36574157,2775.01,FP,3.7804749,2459210.630135,3.615
35636165,2776.01,PC,3.4590552,2459224.383812,3.001
35483319,2777.01,PC,1.9297769,2459225.1723,1.701
332860211,2778.01,PC,4.4445101,2459198.536737,2.737
319735319,2779.01,FP,2.9038027,2459224.225903,3.511
244161191,278.01,PC,0.299039,2458381.910527,0.7218103
317546777,2780.01,PC,4.9062135,2459217.923867,1.671
317417916,2781.01,PC,2.7636665,2459226.428052,1.279
306903715,2782.01,PC,4.8680805,2460234.255467,4.7630352
302976834,2783.01,PC,2.3044132,2459547.674708,3.102
302766000,2784.01,FP,0.2573207,2459550.344183,0.629
300204369,2785.01,PC,11.5054399,2459221.348058,2.459
281987399,2786.01,PC,3.7576217,2459219.995187,4.483
347013211,2045.01,PC,9.07763,2459873.067934,5.928
468574941,2046.01,CP,1.4971447,2459882.348171,2.4024159
363761216,2047.01,FP,7.4072602,2460651.832302,3.019
159873822,2048.01,CP,13.7905315,2459704.448013,3.301
314835525,2049.01,PC,5.30329,2458768.86655,3.707
281575427,205.01,PC,4.2529857,2460929.161155,3.0961227
316468545,2050.01,PC,13.5970194,2460427.434017,2.781
375850439,2051.01,PC,1.1633325,2459854.289501,1.7800569
1100766816,2052.01,FP,1.62263,2458957.04205,1.555
315755496,2053.01,FP,4.27808,2459394.643317,1.9576205
378355116,2054.01,FP,3.5684459,2459875.429386,2.934
229888286,2057.01,PC,5.5986337,2459668.434278,5.3892498
326732851,2058.01,FP,1.51567,2458766.42257,2.281
403308915,2059.01,FP,3.7543552,2459878.778991,1.878
55650590,206.01,CP,0.7363132,2458325.542536,0.6736853
285542903,2060.01,FP,2.2657506,2460448.014024,3.419
441798995,2269.02,PC,2.8411415,2459849.641958,1.174
441798995,2269.03,PC,10.4029111,2458686.456214,1.3721731
142117976,2273.01,PC,46.5710978,2458845.707797,6.1832559
289164482,2274.01,CP,2.6796164,2458685.367259,0.9028948
289164482,2274.02,PC,1.1188024,2460337.873035,1.119
272679240,2275.01,PC,20.1546939,2458684.152198,1.3244754
198456933,2276.01,PC,76.8663962,2458725.707722,6.7753035
243313296,2278.01,PC,1.4663344,2459690.583683,0.447
115623434,2279.01,PC,3.1434463,2460473.945213,1.501
77044471,228.01,KP,2.6865064,2458356.100116,2.6567231
115583726,2280.01,PC,18.6016754,2458959.940081,2.3690896
263179590,2498.01,CP,3.7382381,2459204.417815,2.975208
184240683,250.01,KP,1.6284288,2458355.508611,2.368249
206785987,2500.01,PC,2.955314,2459225.954047,3.031
134471108,2501.01,PC,5.3262922,2459203.653227,2.2585228
52689469,2502.01,KP,3.1413825,2459202.042637,4.4361226
124778445,2503.01,KP,1.6751568,2459203.395868,2.2718194
206906112,2504.01,PC,13.5853506,2459212.614454,4.703902
443127052,2505.01,PC,2.8972041,2459222.132135,1.958
354519019,2507.01,PC,17.3051476,2458444.78902,3.4976316
147430118,2508.01,PC,1.6951056,2459226.246477,3.238
224225541,251.01,CP,4.9377227,2458357.305138,2.1294254
170103435,2510.01,FP,1.9785151,2459984.552667,1.282
124702477,2511.01,FP,0.7951534,2459226.722059,0.912
124491883,2512.01,PC,2.3933087,2459226.885867,5.507
21505121,2734.01,PC,4.5879078,2459219.30652,3.464
20069685,2735.01,PC,1.9663653,2459226.43746,1.637
91869778,2736.01,FP,3.4771921,2460235.294959,2.002
445946478,2737.01,PC,3.3328544,2459549.813277,6.488
445145355,2738.01,PC,1.5174038,2458487.027945,1.635
319473643,2739.01,PC,3.1474843,2459965.536406,0.913
281979481,274.01,FP,0.5417947,2459362.157241,1.1716379
283303192,2741.01,PC,2.9884191,2459210.246781,3.575
282102605,2742.01,PC,1.2541679,2458489.737849,2.294
280212554,2743.01,FP,1.1472535,2459212.045265,1.789
279989567,2744.01,FP,0.787177,2459226.18852,1.515
237736186,2746.01,PC,4.9208778,2459209.392384,3.888
237552878,2748.01,PC,4.7838171,2459205.662435,2.035
235448190,2749.01,PC,6.9724832,2459225.835075,5.156
235300016,2750.01,PC,6.8204309,2459223.251021,3.723
231157209,2751.01,PC,7.4710819,2459219.086064,2.511
327577308,2061.01,FP,1.45655,2458766.42545,1.51
373785851,2062.01,FP,4.04163,2458795.9996,1.719
334811204,2063.01,PC,21.07626,2458743.99764,2.124
115524421,2064.01,KP,8.8036803,2459735.852814,2.997
141663460,2066.01,FP,1.76442,2458601.34368,2.749
147951030,2067.01,PC,8.8128067,2460366.21096,2.325
417931300,2068.01,CP,7.7690887,2458683.416826,2.6251447
198187049,2069.01,PC,5.9214229,2458688.473496,2.4606208
260271203,207.01,FP,5.6492853,2458330.097007,4.0424046
233182695,2070.01,PC,6.3839247,2458684.428217,1.5808909
198360694,2071.01,PC,5.6739336,2459659.620814,2.8074156
900715901,2072.01,PC,3.167981,2459635.550895,1.352
441642457,2073.01,PC,53.1991439,2458745.519019,6.2024225
158075010,2074.01,PC,177.5830512,2458754.149159,4.7901443
23814735,2075.01,PC,4.7981694,2459690.292318,2.1425123
27491137,2076.01,CP,10.3563596,2459675.695029,3.4814933
264171144,2281.01,PC,210.668358,2458765.860515,10.3865576
237211410,2282.01,PC,12.5520766,2458691.469822,6.8268193
198211976,2283.01,FA,0.4018586,2458683.724447,1.5779753
115446313,2284.01,FP,4.9707023,2460471.356355,2.586
329148988,2285.01,CP,27.2672016,2458747.184629,2.4164839
237201858,2286.01,PC,179.4031712,2458811.504844,10.7569968
160077104,2287.01,PC,11.8120707,2458688.985794,3.3324162
462615350,2288.01,PC,8.9172211,2458740.42419,2.6426767
82452140,2289.01,PC,63.39545,2458964.279078,5.1295954
120610833,229.01,KP,3.1260751,2458354.77371,1.7204574
321688498,2290.01,PC,0.3862197,2458764.986586,0.9122445
236934937,2291.01,PC,9.405877,2459620.204224,1.5560322
236934268,2292.01,PC,7.0767314,2459704.906266,2.444
71347873,2293.01,PC,6.0683318,2459600.314533,1.9825707
284361752,2294.01,PC,340.3877311,2458691.694075,9.2318877
48018596,2295.01,PC,60.06632,2458713.454918,2.409
59842822,2513.01,PC,2.5577037,2459225.861283,2.577
317134140,2514.01,PC,6.3951381,2459215.084143,4.047
123627908,2515.01,PC,5.9016526,2459227.261848,2.417
48178229,2517.01,FP,2.6788253,2459225.683785,2.49
96925186,2518.01,PC,6.8979432,2459976.018757,3.401
47720259,2519.01,PC,6.9551801,2459226.575449,2.062
177414713,2520.01,PC,2.0944084,2459225.974236,4.133
148883384,2522.01,PC,2.0988541,2459223.890954,4.365
443213925,2523.01,PC,4.6410823,2459225.084837,2.849
169249234,2524.01,CP,7.1858029,2459527.431854,4.2542613
149601126,2525.01,CP,23.3418536,2459174.013303,6.4129373
149601126,2525.02,CP,49.2445599,2459074.030906,6.5807145
380836882,2526.01,PC,8.011385,2459381.86834,5.197
126572546,2527.01,PC,2.3018922,2459989.812252,3.706
83154030,2528.01,PC,11.7248927,2459331.4467,5.928
170367033,2752.01,PC,4.9197461,2459248.958026,3.023
168191686,2753.01,PC,1.6281719,2459224.244649,2.128
148233571,2754.01,FP,0.9422588,2459226.37606,1.46
148004811,2755.01,PC,3.3187528,2459225.436514,1.96
147125706,2757.01,PC,3.4813976,2459221.43807,2.694
147034452,2758.01,PC,4.5302876,2459222.921639,2.713
134315574,2759.01,FP,1.5971584,2459963.61295,3.429
382188882,276.01,FP,4.8000953,2459328.579795,1.9968681
130611752,2760.01,FP,0.4405893,2459963.18538,1.075
96736412,2761.01,PC,6.1214801,2459219.398202,3.861
78441371,2763.01,PC,3.9980153,2459221.156105,3.793
53122063,2764.01,PC,2.276734,2459224.72084,1.832
52976395,2765.01,PC,1.0191022,2459226.689311,1.228
48806546,2767.01,PC,0.934057,2459227.247759,1.318
443556801,2768.01,CP,1.5080197,2459225.646634,1.032
443534757,2769.01,PC,3.08858,2459224.451567,2.214
27491137,2076.02,CP,35.1257472,2459675.93251,2.839
27491137,2076.03,CP,21.0153047,2459673.364369,4.315
230075227,2077.01,PC,6.1155829,2460348.12211,1.941
159244568,2078.01,FA,6.2772478,2458820.249587,1.5325014
224298134,2079.01,PC,1.4923179,2458711.967129,1.1558314
224298134,2079.02,PC,9.3174113,2458720.556268,1.7011801
314865962,208.01,PC,22.4586196,2458335.989204,7.1989719
367739494,2080.01,PC,63.5809449,2458689.532084,3.6561358
321669174,2081.01,CP,10.5054362,2459757.444606,2.4850401
321669174,2081.02,PC,5.1097197,2458686.965949,1.6354976
160039081,2082.01,PC,30.2004765,2460444.153514,4.517
233633993,2083.01,PC,17.969639,2458695.867578,4.238817
